#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           PSP FIELDS Fluxgate Magnetometer (MAG) data
#     PROJECT                         PSP
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     SOURCE_NAME                     PSP_FLD>Parker Solar Probe FIELDS
#     DESCRIPTOR                      MAG_RTN_1min>Fluxgate Magnetometer data in RTN coordinates
#     DATA_TYPE                       L2>Level 2 Data
#     DATA_VERSION                    01
#     TEXT                            PSP FIELDS Fluxgate Magnetometer data. Time resolution varies with instrument                         
#                                      mode, ranging from 2.3-292.9 samples/sec, corresponding to 2-256 samples per                          
#                                      0.874 seconds (0.874 = 2^25 / 38.4 MHz, see reference [2]).                                           
#                                     The Magnetometer has 4 ranges - +/-1024, +/-4096, +/-16,384, +/-65,536 nT, selected                   
#                                      by the ranging algorithm, based on the ambient magnetic field. Precision is                           
#                                      +/- 15 bits, based on the 16-bit ADC.                                                                 
#                                     References:
#                                     1. Fox, N.J., Velli, M.C., Bale, S.D. et al. Space Sci Rev (2016) 204: 7. https://doi.org/10.1007/s112
#                                     2. Bale, S.D., Goetz, K., Harvey, P.R. et al. Space Sci Rev (2016) 204: 49.                           
#                                      https://doi.org/10.1007/s11214-016-0244-5                                                             
#     MODS                            Version 1
#     LOGICAL_FILE_ID                 psp_fld_l2_mag_RTN_1min_20190220_v01
#     LOGICAL_SOURCE                  psp_fld_l2_mag_RTN_1min
#     LOGICAL_SOURCE_DESCRIPTION      PSP FIELDS 1 minute cadence Fluxgate Magnetometer (MAG) data in RTN coordinates
#     PI_NAME                         Stuart D. Bale (bale@berkeley.edu)
#     PI_AFFILIATION                  UC Berkeley Space Sciences Laboratory
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     PARENTS                         spp_fld_l1_mago_hk_20190220_v00.cdf
#                                     spp_fld_l1_mago_hk_20190221_v00.cdf, spp_fld_l1_mago_survey_20190220_v00.cdf
#                                     spp_fld_l1_mago_survey_20190221_v00.cdf
#     MAG_OFFSET_CALIBRATION_FILES    psp_mago_zeros_range0_2019_v03.dat
#     DEPENDENCIES                    None
#     FILE_NAMING_CONVENTION          source_datatype_descriptor_yyyyMMdd
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ParkerSolarProbe/FIELDS/MAG/Level2/RTN/PT1M
#     GENERATED_BY                    PSP FIELDS SOC
#     RULES_OF_USE                    PSP/FIELDS Rules of the Road available at http://fields.ssl.berkeley.edu/rules/
#     GENERATION_DATE                 Tue Nov  5 21:37:36 2019
#     HTTP_LINK                       http://fields.ssl.berkeley.edu/data/
#     LINK_TEXT                       PSP/FIELDS SOC
#     LINK_TITLE                      Data Link
#     TIME_RESOLUTION                 1 minute
#     SVN_VERSION                     25679
#     DOI                             https://doi.org/10.48322/c0zj-xf76
#     CDAWEB_PARENTS                  psp_fld_l2_mag_rtn_1min_00000000_v01
#                                     psp_fld_l2_mag_rtn_1min_20240416_v02, psp_fld_l2_mag_rtn_1min_20240417_v02
#                                     psp_fld_l2_mag_rtn_1min_20240418_v02, psp_fld_l2_mag_rtn_1min_20240419_v02
#                                     psp_fld_l2_mag_rtn_1min_20240420_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time in TT2000 for 1 minute cadence MAG waveform data
#  2. Magnetic field in RTN coordinates (1 minute cadence)
#
EPOCH                                                       B_R                             B_T                             B_N
17-04-2024 06:41:30.000.000.000                         5.24076                         2.39745                         3.09273
17-04-2024 06:42:30.000.000.000                         7.07107                         4.64683                         3.56409
17-04-2024 06:43:30.000.000.000                         7.92202                         1.19174                         4.83487
17-04-2024 06:44:30.000.000.000                         8.77263                        -1.19651                         4.27204
17-04-2024 06:45:30.000.000.000                         8.02018                        0.881360                         5.31280
17-04-2024 06:46:30.000.000.000                         7.29074                         1.80213                         5.61314
17-04-2024 06:47:30.000.000.000                         7.67737                        -1.25746                         5.57162
17-04-2024 06:48:30.000.000.000                         6.75399                        -5.13670                         4.95530
17-04-2024 06:49:30.000.000.000                         5.44484                        -7.62593                         4.64981
17-04-2024 06:50:30.000.000.000                         6.70132                        -7.25313                         4.49480
17-04-2024 06:51:30.000.000.000                         6.28882                        -7.65910                         4.64006
17-04-2024 06:52:30.000.000.000                         7.08560                        -6.87423                         4.40727
17-04-2024 06:53:30.000.000.000                         5.58345                        -8.20977                         4.00661
17-04-2024 06:54:30.000.000.000                         5.26870                        -8.60985                         4.06095
17-04-2024 06:55:30.000.000.000                         4.69504                        -8.93594                         3.85424
17-04-2024 06:56:30.000.000.000                         3.57697                        -9.87217                         2.72441
17-04-2024 06:57:30.000.000.000                        0.956358                        -8.98526                        0.908874
17-04-2024 06:58:30.000.000.000                        -2.98377                        -9.19760                        0.768063
17-04-2024 06:59:30.000.000.000                        -2.87183                        -10.0182                         1.01806
17-04-2024 07:00:30.000.000.000                        -1.63140                        -10.0179                         1.73260
17-04-2024 07:01:30.000.000.000                        -1.10066                        -10.5038                         2.21492
17-04-2024 07:02:30.000.000.000                       -0.170962                        -11.5585                        0.968719
17-04-2024 07:03:30.000.000.000                         1.20565                        -10.7204                         1.53656
17-04-2024 07:04:30.000.000.000                         2.03834                        -9.16333                         4.73458
17-04-2024 07:05:30.000.000.000                         2.19772                        -9.63242                         3.51527
17-04-2024 07:06:30.000.000.000                         2.11701                        -9.83425                         3.32511
17-04-2024 07:07:30.000.000.000                         1.44736                        -10.0857                         3.74543
17-04-2024 07:08:30.000.000.000                         1.82152                        -9.86156                         3.99941
17-04-2024 07:09:30.000.000.000                         2.33288                        -9.81651                         3.64431
17-04-2024 07:10:30.000.000.000                         1.78819                        -9.70133                         3.85135
17-04-2024 07:11:30.000.000.000                         1.60462                        -8.40644                         4.31095
17-04-2024 07:12:30.000.000.000                         6.69742                        -3.43259                         6.64991
17-04-2024 07:13:30.000.000.000                         7.22728                        -2.38563                         6.78809
17-04-2024 07:14:30.000.000.000                         8.10630                        -1.78325                         5.96856
17-04-2024 07:15:30.000.000.000                         7.95618                        -1.70458                         6.08609
17-04-2024 07:16:30.000.000.000                         9.58966                         1.13416                         1.75338
17-04-2024 07:17:30.000.000.000                         10.0633                         2.97696                       -0.808002
17-04-2024 07:18:30.000.000.000                         10.2674                         2.71727                       0.0994046
17-04-2024 07:19:30.000.000.000                         10.4164                         2.36768                        0.262962
17-04-2024 07:20:30.000.000.000                         10.6557                         1.84467                        0.567614
17-04-2024 07:21:30.000.000.000                         9.84381                         2.97240                         2.07026
17-04-2024 07:22:30.000.000.000                         9.08358                         4.55194                         3.01960
17-04-2024 07:23:30.000.000.000                         8.62672                         4.30774                         2.67832
17-04-2024 07:24:30.000.000.000                         9.78342                         1.81837                       -0.635453
17-04-2024 07:25:30.000.000.000                         10.0093                         1.81161                       -0.428560
17-04-2024 07:26:30.000.000.000                         9.93096                         2.72324                       -0.191264
17-04-2024 07:27:30.000.000.000                         9.64255                         4.49904                         1.72590
17-04-2024 07:28:30.000.000.000                         8.97484                         5.62970                         2.46248
17-04-2024 07:29:30.000.000.000                         7.50459                         6.73792                         2.75885
17-04-2024 07:30:30.000.000.000                         8.31051                         5.72937                         2.46367
17-04-2024 07:31:30.000.000.000                         9.86852                       -0.689404                         1.86167
17-04-2024 07:32:30.000.000.000                         10.0997                       0.0275183                         1.05412
17-04-2024 07:33:30.000.000.000                         10.0342                         2.08723                         1.33057
17-04-2024 07:34:30.000.000.000                         9.29694                         3.18186                         2.35430
17-04-2024 07:35:30.000.000.000                         9.12553                         3.05326                         2.33801
17-04-2024 07:36:30.000.000.000                         9.06571                         1.07664                        0.205632
17-04-2024 07:37:30.000.000.000                         8.42846                        -2.34368                        -3.88149
17-04-2024 07:38:30.000.000.000                         8.90431                        -1.06000                        -3.46619
17-04-2024 07:39:30.000.000.000                         9.12134                       -0.117377                        -2.49216
17-04-2024 07:40:30.000.000.000                         9.48548                        0.790374                       -0.721756
17-04-2024 07:41:30.000.000.000                         9.56860                         2.25533                        0.253047
17-04-2024 07:42:30.000.000.000                         9.43054                         3.54923                       -0.559345
17-04-2024 07:43:30.000.000.000                         8.98630                         2.72311                         1.27711
17-04-2024 07:44:30.000.000.000                         9.02493                         3.85275                        0.467446
17-04-2024 07:45:30.000.000.000                         9.00949                         4.68493                        -1.47339
17-04-2024 07:46:30.000.000.000                         8.79493                         4.69058                        -2.22320
17-04-2024 07:47:30.000.000.000                         7.60958                         4.99521                        -3.46266
17-04-2024 07:48:30.000.000.000                         5.73575                         5.97590                        -5.39001
17-04-2024 07:49:30.000.000.000                         6.18374                         4.21511                        -6.08463
17-04-2024 07:50:30.000.000.000                         5.40669                         2.34392                        -7.71018
17-04-2024 07:51:30.000.000.000                         4.39505                         3.41827                        -7.81925
17-04-2024 07:52:30.000.000.000                         4.38482                         4.16687                        -6.82282
17-04-2024 07:53:30.000.000.000                         7.17713                         3.44360                        -3.85076
17-04-2024 07:54:30.000.000.000                         5.18121                         2.44705                        -7.25633
17-04-2024 07:55:30.000.000.000                         5.63719                         1.39562                        -6.43506
17-04-2024 07:56:30.000.000.000                         7.30895                         3.18068                        -3.98291
17-04-2024 07:57:30.000.000.000                         7.61885                         3.71159                        -3.16898
17-04-2024 07:58:30.000.000.000                         6.53272                         4.13039                        -5.69514
17-04-2024 07:59:30.000.000.000                         5.03574                         3.69486                        -6.66722
17-04-2024 08:00:30.000.000.000                         4.25215                         2.94162                        -8.09538
17-04-2024 08:01:30.000.000.000                         5.35991                         3.48724                        -6.78531
17-04-2024 08:02:30.000.000.000                         6.50762                         4.33673                        -5.21415
17-04-2024 08:03:30.000.000.000                         5.20297                         4.19107                        -6.45459
17-04-2024 08:04:30.000.000.000                         3.99016                         3.64736                        -7.57094
17-04-2024 08:05:30.000.000.000                         6.04558                         2.18954                        -6.69046
17-04-2024 08:06:30.000.000.000                         6.14881                         2.07833                        -6.41634
17-04-2024 08:07:30.000.000.000                         5.89048                         3.18029                        -6.58608
17-04-2024 08:08:30.000.000.000                         5.93787                         2.49360                        -7.00462
17-04-2024 08:09:30.000.000.000                         5.64608                        0.747307                        -6.59273
17-04-2024 08:10:30.000.000.000                         6.45527                        -4.43012                        -4.84525
17-04-2024 08:11:30.000.000.000                         7.17109                        -2.40926                        -4.56252
17-04-2024 08:12:30.000.000.000                         5.35953                        -1.66575                        -5.94415
17-04-2024 08:13:30.000.000.000                         5.04151                       -0.587411                        -4.39254
17-04-2024 08:14:30.000.000.000                         3.55385                        -8.32612                         3.93863
17-04-2024 08:15:30.000.000.000                         3.86391                        -7.63704                        0.356677
17-04-2024 08:16:30.000.000.000                         3.49110                        -6.46966                        -2.68698
17-04-2024 08:17:30.000.000.000                         2.56292                        -6.52612                        -4.81466
17-04-2024 08:18:30.000.000.000                         4.19700                        -5.40021                        -7.35485
17-04-2024 08:19:30.000.000.000                         5.86428                        -4.08163                        -3.65576
17-04-2024 08:20:30.000.000.000                         8.07945                        -2.89578                         2.50284
17-04-2024 08:21:30.000.000.000                         8.32363                        -1.82120                         2.21036
17-04-2024 08:22:30.000.000.000                         8.25369                        -1.38089                         2.52195
17-04-2024 08:23:30.000.000.000                         8.32252                        -2.23894                         1.36873
17-04-2024 08:24:30.000.000.000                         8.67420                        -2.64760                         1.38931
17-04-2024 08:25:30.000.000.000                         8.30676                       -0.621520                         3.13213
17-04-2024 08:26:30.000.000.000                         8.23602                        0.154449                         3.42076
17-04-2024 08:27:30.000.000.000                         8.40213                       -0.426304                         2.14264
17-04-2024 08:28:30.000.000.000                         8.67510                        -1.14210                       -0.983419
17-04-2024 08:29:30.000.000.000                         7.99456                        -3.13733                        -1.35076
17-04-2024 08:30:30.000.000.000                         8.23020                        -2.23200                       -0.495829
17-04-2024 08:31:30.000.000.000                         9.17296                       -0.243793                        0.141479
17-04-2024 08:32:30.000.000.000                         9.57253                        0.640819                       -0.169946
17-04-2024 08:33:30.000.000.000                         9.65160                         1.53905                        0.247620
17-04-2024 08:34:30.000.000.000                         9.57602                         1.90834                        0.373773
